OID_,OBJECTID_1,OBJECTID_2,NOMBRE,CODIGO,JURISDICCI,LOC,CP,DIRECCION,TEL,EMAIL,PARTIDO,RSAN_08,X,Y,CENTER_ID
,"1,868",674,P.S. JUAN GLEW,"2,800,806",MUNI,Glew,"1,853",Miguel Cané Nº 300, , ,ALMIRANTE BROWN,VI,-58.354461149999999,-34.881646210000000,927
,"1,869",675,P.S. 15 DE ENERO,"2,800,814",MUNI,Glew,"1,853",Provincia de Santa Fe Nº 550, , ,ALMIRANTE BROWN,VI,-58.366674349999997,-34.870938490000000,928
,"1,870",676,P.S. VILLA PARIS,"2,800,873",MUNI,Glew,"1,853",Juan de Garay Nº 2379, , ,ALMIRANTE BROWN,VI,-58.381294169999997,-34.877705319999997,929
,"1,871",677,P.S. PLAZA LOS AVIADORES,"2,800,849",MUNI,Longchamps,"1,854",Burgos Pérez Nº 78, , ,ALMIRANTE BROWN,VI,-58.374451350000001,-34.828233949999998,930
,"1,872",678,P.S. EL PROGRESO,"2,800,831",MUNI,Rafael Calzada,"1,847",Capilla del Señor Nº 1740, , ,ALMIRANTE BROWN,VI,-58.370638839999998,-34.802705500000002,931
,"1,873",679,P.S. LA CASONA,"2,800,822",MUNI,San José,"1,846",Belgrano esq. Los Sauces, , ,ALMIRANTE BROWN,VI,-58.336038469999998,-34.757747610000003,932
,"1,874",680,P.S. MATER DEI,"2,800,857",MUNI,San Francisco Solano,"1,856",Caléndula y Rawson, , ,ALMIRANTE BROWN,VI,-58.326383980000003,-34.789647100000003,933
,"1,875",862,H.Z.G.A. DR. LUCIO MELENDEZ,"2,800,083",PROV,Adrogué,"1,856",Pte. Perón (ex Gorriti) N° 859,011-42945555/9512/14/1313, ,ALMIRANTE BROWN,VI,-58.385877870000002,-34.812219669999998,934
,"1,884",0,C.A.P.S. Nº 26 Unidad de Salud Ambiental (USAM),"2,801,080",MUNI,Burzaco,"1,852",Constitución Nº 972, , ,ALMIRANTE BROWN,VI,-58.412923679999999,-34.824050839999998,935
,"1,885",0,C.A.P.S. N° 28 Sakura,"2,801,063",MUNI,Longchamps,"1,854","Massey n° 3212 e/ Mte Santiago y Finochetto, Longc", , ,ALMIRANTE BROWN,VI,-58.392332910000000,-34.845656300000002,936
,"1,886",0,C.A.P.S. Nº 30 Los Pinos,"2,801,071",MUNI,Ministro Rivadavia,"1,854",Cobian Nº 215 e/Virrey Ceballos y C. del Campo, , ,ALMIRANTE BROWN,VI,-58.367302530000003,-34.852827550000001,937
,"1,887",0,C.A.P.S. Nº 25 ""2 de Abril"","2,801,055",MUNI,Rafael Calzada,"1,847",Santa Ana Nº 2440 e/Murature y Ceferino Ramirez, , ,ALMIRANTE BROWN,VI,-58.333130279999999,-34.776526420000003,938
,"1,888",125,C.S. LA ROTONDA,"27,400,476",MUNI,Florencio Varela,"1,888",Calle 511 y Güemes Bo. La Rotonda,02229-495920, ,FLORENCIO VARELA,VI,-58.208027100000002,-34.842363409999997,939
,"1,889",126,C.S. SAN RUDECINDO,"27,400,565",MUNI,Florencio Varela,"1,888",Ambato e/Alvear Nuñez Cabeza de Vaca y Hernandari*,011-42583179, ,FLORENCIO VARELA,VI,-58.205278239999998,-34.818604460000003,940
,"1,890",127,C.S. MALVINAS,"27,400,573",MUNI,Florencio Varela,"1,888",Quebracho N° 2350,011-42682052, ,FLORENCIO VARELA,VI,-58.326181519999999,-34.807725380000001,941
,"1,891",128,C.S. 20 DE JUNIO,"27,400,361",MUNI,San Nicolás,"1,888",Sarratea(66) N° 1030,011-42552177, ,FLORENCIO VARELA,VI,-58.291657579999999,-34.800425570000002,942
,"1,900",492,C.S. BENGOECHEA (LA C.A.P.ILLA),"27,400,328",MUNI,La Capilla,"1,888",Av.Eva Perón e/1628 y 1631 Bo. La Capilla,02225-498309, ,FLORENCIO VARELA,VI,-58.266416409999998,-34.922922560000004,943
,"1,901",493,C.S. SAN FRANCISCO CHICO,"27,400,719",MUNI,El Alpino,"1,888",Calle 1336 e/ 1319 y 1321 S/N Bo. San Francisco,011-42743782, ,FLORENCIO VARELA,VI,-58.272984399999999,-34.868023569999998,944
,"1,902",494,C.S. SARMIENTO,"27,400,859",MUNI,Florencio Varela,"1,888",Calle 1339 e/1306 y 1308 Bo. Sarmiento,011-42742096, ,FLORENCIO VARELA,VI,-58.272156930000001,-34.852520400000003,945
,"1,903",342,C.S. SAN EDUARDO,"27,400,522",MUNI,Florencio Varela,"1,888",Rodriguez Peña N° 845 Bo. San Eduardo,011-42551045, ,FLORENCIO VARELA,VI,-58.281865820000000,-34.783802540000003,946
,"1,904",343,C.S. CARRILLO (ZEBALLOS I),"27,400,212",MUNI,Zeballos,"1,888",Calle 820 e/Av. Hudson y Soler N° 87 Villa Arias,011-42551095, ,FLORENCIO VARELA,VI,-58.251793950000000,-34.817618520000003,947
,"1,905",344,C.S. ZEBALLOS II,"27,400,018",MUNI,Zeballos,"1,888",Boedo y Sucre N° 780 Villa Esther,011-42750772, ,FLORENCIO VARELA,VI,-58.249376089999998,-34.808122449999999,948
,"1,906",345,C.S. BOSQUES NORTE,"27,400,506",MUNI,Bosques,"1,889",Marcos Paz (1011) y Santa Teresita Bo. Bosques No*,011-42212402, ,FLORENCIO VARELA,VI,-58.222528730000001,-34.817360630000003,949
,"1,915",470,C.S. VA. HUDSON""Dr Evaristo Rodriguez"","27,400,514",MUNI,Florencio Varela,"1,888",Iberia e/Pico Truncado y Brochero N° 359 Bo. Vill*,011-42139318, ,FLORENCIO VARELA,VI,-58.232320479999998,-34.840019789999999,950
,"1,916",471,C.S. VA. ANGELICA,"27,400,093",MUNI,Florencio Varela,"1,888",Tapalqué e/Bolivar y Gorriti N° 1251,011-42370240, ,FLORENCIO VARELA,VI,-58.261339169999999,-34.797102950000003,951
,"1,917",472,C.S. LA ESMERALDA,"27,400,069",MUNI,Florencio Varela,"1,888",Av. 13 de Diciembre N° 2332 Bo. La Esmeralda,011-42373423, ,FLORENCIO VARELA,VI,-58.284689290000003,-34.821086790000003,952
,"1,918",473,C.S. SAN JORGE,"27,400,468",MUNI,Florencio Varela,"1,888",Calle 503 e/554 y 507N° 3805 Bo. San Jorge,011-42553717, ,FLORENCIO VARELA,VI,-58.292070189999997,-34.814919519999997,953
,"1,919",485,C.S. SANTO TOMAS,"27,400,531",MUNI,Florencio Varela,"1,888",Santa Cruz e/Caracas y Bogotá,011-43510581, ,FLORENCIO VARELA,VI,-58.244840000000003,-34.797436079999997,954
,"1,920",495,C.S. PTE. PERON (Bº PEPSI),"27,400,115",MUNI,Bosques,"1,889","Ruta 36 Km.31,5 entrada 50 Planta Baja Bo. Pte. P*",011-42211048, ,FLORENCIO VARELA,VI,-58.217883770000000,-34.828994930000000,955
,"1,921",652,ALTA COMPLEJIDAD HOSPITAL El Cruce,"27,401,073",PROV,Florencio Varela,"1,888",Av. Calchaquí N° 5401 e/Lope de Vega y Rastrador *,011-42107095/7096/7089,hospitalmipueblo@yahoo.com.ar,FLORENCIO VARELA,VI,-58.269107159999997,-34.771744750000003,956
,"1,930","1,120",C.P.A. (GABA)-Adicciones,"27,401,294",PROV,Florencio Varela,"1,888",San Martín Nº 3185(ex  215)e/Rivadavia y Velez Sa*,011-43555634, ,FLORENCIO VARELA,VI,-58.278293679999997,-34.808586599999998,957
,"1,931","1,121",SUBDIR. de Bromatología y Zoonosis,"27,400,239",MUNI,Florencio Varela,"1,888",Moranchel y Sipe Sipe Bo. La Esmeralda,011-42551738, ,FLORENCIO VARELA,VI,-58.282685610000001,-34.818199909999997,958
,"1,932","1,181",C.I.C. Pista de Trote,"27,401,316",MUNI, ,0,S/D, , ,FLORENCIO VARELA,VI,-58.261133880000003,-34.855113480000000,959
,"1,933","1,182",C.A.P.S. Santa Rosa,"27,401,324",MUNI, ,0,S/D, , ,FLORENCIO VARELA,VI,-58.295190370000000,-34.846990359999999,960
,"1,934","1,183",DIR. de Gestión de Pacientes,"27,401,308",MUNI, ,0,S/D, , ,FLORENCIO VARELA,VI,-58.269333650000000,-34.813833889999998,961
,"1,935",0,U.P.A. 11,"27,401,341",PROV,GDOR. JULIO A. COSTA,"1,888",AV. OVISPO NOVAK Y LOS CHARRUAS, , ,FLORENCIO VARELA,VI,-58.296345629999998,-34.806796159999998,962
,"1,936",0,C.S. Univ. Padre Gino,"27,401,359",MUNI,Florencio Varela,"1,888",Ruben Darío 1462 e/Fader y Diagonal Los Poetas, , ,FLORENCIO VARELA,VI,-58.226915169999998,-34.826781789999998,963
,"2,001","1,802",INST. DE ODONT. Y ORTOD.,"74,900,333",MUNI,San Fernando,"1,646",Necochea N° 1396,011-47463472, ,SAN FERNANDO (ISLAS),V,-58.553803340000002,-34.445375390000002,964
,"2,002","1,803",C.S. CRISOL,"74,900,376",MUNI,Victoria,"1,644",M. Rodriguez N° 2500 Crisol,011-47464126,csmejoral@sanfernando.gov.ar,SAN FERNANDO (ISLAS),V,-58.549973940000001,-34.461595549999998,965
,"2,003","1,804",C.S. I. PIAGGI,"74,900,422",MUNI,Virreyes,"1,646",Málaga y Garibaldi Santa Catalina,011-47147094,csgalvez@sanfernando.gov.ar,SAN FERNANDO (ISLAS),V,-58.591768530000003,-34.472633100000003,966
,"2,004","1,805",U.S. Bº MEJORAL,"74,900,384",MUNI,San Fernando,"1,646",Guido Spano N° 3134 Barrio Mejoral,011-47449156, ,SAN FERNANDO (ISLAS),V,-58.564107489999998,-34.461960490000003,967
,"2,005","1,806",U.S. Bº ALSINA,"74,900,431",MUNI,San Fernando,"1,646",Ayacucho y Río de la Plata Barrio Alsina,011-47464353, ,SAN FERNANDO (ISLAS),V,-58.548286570000002,-34.436481710000002,968
,"2,006","1,807",U.S. Bº SAN GINÉS,"74,900,449",MUNI,Virreyes,"1,646",Chacabuco N° 4450 Barrio San Ginés,011-45753444,csalsina@sanfernando.gov.ar,SAN FERNANDO (ISLAS),V,-58.582843369999999,-34.459424749999997,969
,"2,007","1,817",C.S. DR. FINOCHIETTO,"74,900,023",MUNI,Virreyes,"1,646",Ruta Prov. 202 Km 5 San Jorge,011-47146492,csreinecke@sanfernando.gov.ar,SAN FERNANDO (ISLAS),V,-58.595181179999997,-34.465118339999997,970
,"2,008","1,818",C.S. Nº 66,"74,900,015",MUNI,Victoria,"1,644",Balcarce N° 2950 FATE,011-47145159,cscrisol@sanfernando.gov.ar,SAN FERNANDO (ISLAS),V,-58.573910669999997,-34.470066090000003,971
,"2,017","1,392",C. ODONTOLOGICO Dr. Nicolás Goñi,"25,200,423",MUNI,Belén de Escobar,"1,625",Travi N° 1215, , ,ESCOBAR,V,-58.796979720000003,-34.353301770000002,972
,"2,018","1,393",LAB. de Análisis Clínicos,"25,200,431",MUNI,Belén de Escobar,"1,625",Travi N° 1215 PA, , ,ESCOBAR,V,-58.796911070000000,-34.353233570000000,973
,"2,019","2,324",C.P.A.(GABA y Com. de 1/2 Día)-Adicciones,"25,200,539",PROV,Belén de Escobar,"1,625",Sarmiento Nº 414 1er. Piso,03488-423617,direccion-erill@ms.gba.gov.ar,ESCOBAR,V,-58.795456229999999,-34.351586970000000,974
,"2,020","2,325",C.A.P.S.  A. Peñalba,"25,200,318",MUNI,Belén de Escobar,"1,625",Río Turbio N° 35,-, ,ESCOBAR,V,-58.776840440000001,-34.361117010000001,975
,"2,021","2,326",C.A.P.S. A. SAMBRANO,"25,200,326",MUNI,Belén de Escobar,"1,625",Corrientes N° 512,-, ,ESCOBAR,V,-58.800088010000003,-34.341352100000002,976
,"2,022","2,327",C.S. Las Lomas,"25,200,491",MUNI,Belén de Escobar,"1,625",Frutos Gonzalez Nº 990, , ,ESCOBAR,V,-58.778471310000000,-34.331437149999999,977
,"2,023","2,328",C. ODONTOLOGICO,"25,200,482",MUNI,Belén de Escobar,"1,625",Colectora Oeste Km. 43.500, , ,ESCOBAR,V,-58.787729370000001,-34.377796889999999,978
,"2,024","2,329",C. DE DIA  Dr. René Favaloro,"25,200,458",MUNI,Belén de Escobar,"1,625",Sanguinetti Nº 157 Bo. Coprovi, , ,ESCOBAR,V,-58.778031560000002,-34.343943830000001,979
,"2,035","1,439",H. MUN. PEDIAT. Federico Falcon,"63,800,205",MUNI,Del Viso,"1,669",Polonia y Arata, ,hospitalmeisner@yahoo.com.ar,PILAR,V,-58.791226430000002,-34.451784990000000,980
,"2,036","1,443",U.S. Los Cachorros,"63,800,219",MUNI,Del Viso,"1,669",Las Margaritas S/N, , ,PILAR,V,-58.785445209999999,-34.431452849999999,981
,"2,037","1,444",C.S. Villa del Carmen-Nahuel Lorenzo,"63,800,511",MUNI,Del Viso,"1,669",Juan XXIII esq. Leguizamón, , ,PILAR,V,-58.786497390000001,-34.468189189999997,982
,"2,038","1,445",U.S. M. Alberti,"63,800,201",MUNI,M. Alberti,"1,667",Paillete y Santa Rita, , ,PILAR,V,-58.776073359999998,-34.458552359999999,983
,"2,039","1,446",U.S. Manzone,"63,800,367",MUNI,Manzone,"1,629",Maure y 9 de JulioS/N, , ,PILAR,V,-58.876965450000000,-34.489902909999998,984
,"2,040","1,447",U.S. San Cayetano,"63,800,332",MUNI,Maquinista Savio-Lagomarsina,"1,629",Noruega e/Honduras y Beliera S/N,-, ,PILAR,V,-58.781769359999998,-34.405801730000000,985
,"2,041","1,448",U.S. Santa Teresa,"63,800,227",MUNI,Maquinista Savio,"1,629",Belice y Checoslovaquia N° 3059, , ,PILAR,V,-58.772065849999997,-34.420081420000002,986
,"2,042","1,449",U.S. Santa Lucia - Astolfi,"63,800,073",MUNI,Pilar,"1,629",Soler y Verti S/N - Astolfi, , ,PILAR,V,-58.875767900000000,-34.482604010000003,987
,"2,043","1,450",U.S. San Alejo,"63,800,316",MUNI,Pilar,"1,629",San Salvador y Pirovano S/N, , ,PILAR,V,-58.907857569999997,-34.441443800000002,988
,"2,044","1,451",U.S. Villa Verde,"63,800,341",MUNI,Pilar,"1,629",Fragata Sarmiento n° 1349 e/Hércules y Heroína, , ,PILAR,V,-58.914342720000000,-34.471663960000001,989
,"2,056","2,407",C.S. Nuestra Señora de Itatí El Rocío,"63,800,588",MUNI, ,0,S/D, , ,PILAR,V,-58.782714669999997,-34.444984959999999,990
,"2,057","2,408",C.S. La Loma,"63,800,928",MUNI, ,0,S/D, , ,PILAR,V,-58.818553590000000,-34.440018350000003,991
,"2,058","2,409",C.S. Manantiales,"63,800,944",MUNI, ,0,S/D, , ,PILAR,V,-58.913765509999998,-34.448726520000001,992
,"2,059","2,410",C.S. Bo. Salas,"63,800,936",MUNI, ,0,S/D, , ,PILAR,V,-58.769552699999998,-34.427428130000003,993
,"2,060","2,411",C.S. MUN. Almirante Irizar,"63,800,910",MUNI, ,0,el mate ESQ la taba, , ,PILAR,V,-58.981505419999998,-34.475878129999998,994
,"2,061",0,C.A.P.S. ""Medicina del deporte"","63,800,987",MUNI,Pilar,"1,629",Bolivar Nº 389, , ,PILAR,V,-58.910200039999999,-34.458632039999998,995
,"2,062",0,"C. de Educ., Prev. y Atenc. al Paciente Diabetico","63,800,979",MUNI,Pilar,"1,629",San Martín Nº 675, , ,PILAR,V,-58.914598110000000,-34.459091100000002,996
,"2,063",0,C.P.A.,"63,800,961",PROV,Pilar,"1,629",Nazarre Nº 1265, , ,PILAR,V,-58.910273619999998,-34.466427260000003,997
,"2,064","1,218",H. DE DIA P. RIVIERE,"37,100,670",MUNI,General San Martín,"1,650",Ramón Falcón N° 3354,011-48300562/0317, ,GRAL. SAN MARTIN,V,-58.539327110000002,-34.570762870000003,998
,"2,074","1,361",C.A.P. Nº 19,"37,100,742",MUNI,General San Martín,"1,650",La Crujía N° 5815 Bo. Villa Libertad,011-48300310, ,GRAL. SAN MARTIN,V,-58.563528800000000,-34.583800590000003,999
,"2,075","1,374",H.I.G.A. EVA PERON,"37,100,092",PROV,General San Martín,"1,650",Ricardo Balbín N° 3200,011-47243000/241105, ,GRAL. SAN MARTIN,V,-58.553713170000002,-34.571195510000003,"1,000"
,"2,076","1,375",H.Z.G.A. GRAL. MANUEL BELGRANO,"37,100,181",PROV,Villa Zagala,"1,651",Av. Constituyentes N° 3120,011-47528450, ,GRAL. SAN MARTIN,V,-58.524960960000001,-34.549596909999998,"1,001"
,"2,077","1,384",DIR. MED. PREV.,"37,100,769",MUNI,General San Martín,"1,650",Belgrano  N° 3747,011-48300339, ,GRAL. SAN MARTIN,V,-58.537202489999999,-34.577570450000003,"1,002"
,"2,078","1,385",HOGAR DE ANCIANOS Sarah Forrest de Cueli,"37,100,785",MUNI,General San Martín,"1,650",Dardo Rocha N° 50,011-48300702, ,GRAL. SAN MARTIN,V,-58.541504000000003,-34.583782669999998,"1,003"
,"2,079","1,729",U.S. Nº 16 SALVADOR MAZZA,"37,100,017",MUNI,Villa Zagala,"1,651",Pasaje A e/66 y 68 (Alte. Brown N° 2850),011-47545640,saludcomunitaria12@arnet.com.ar,GRAL. SAN MARTIN,V,-58.526868450000002,-34.555158480000003,"1,004"
,"2,080","1,730",C.S. Nº 17 EUGENIO NECOCHEA,"37,100,521",MUNI,José León Suarez,"1,655",Mitre y Rafael Obligado N° 1610 Villa Hidalgo,011-45084090,municipalidadsm16@arnet.com.ar,GRAL. SAN MARTIN,V,-58.583487720000001,-34.510734020000001,"1,005"
,"2,089","2,334",C.P.A.(GABA y Com. de 1/2 Día)-Adicciones,"37,101,688",PROV,Villa Maipú,"1,650",Gral. Savio Nº 1373,011-47530090, ,GRAL. SAN MARTIN,V,-58.513505879999997,-34.569645029999997,"1,006"
,"2,090","2,392",C.A.P. N° 21 Tropezón,"37,101,729",MUNI, ,0,S/D, , ,GRAL. SAN MARTIN,V,-58.582200669999999,-34.568328710000003,"1,007"
,"2,091","2,393",C.A.P. N° 20 Posta Carcova,"37,101,746",MUNI, ,0,S/D, , ,GRAL. SAN MARTIN,V,-58.579807029999998,-34.523604069999998,"1,008"
,"2,092","2,394",C. Santa Ana,"37,101,737",MUNI, ,0,S/D, , ,GRAL. SAN MARTIN,V,-58.535722659999998,-34.562480350000001,"1,009"
,"2,093","2,395",H. MOVIL,"37,101,720",MUNI, ,0,S/D, , ,GRAL. SAN MARTIN,V,-58.583024780000002,-34.567083179999997,"1,010"
,"2,094","2,439",HOSP. DE GESTION DESC. REGION V,"37,199,999",PROV,San Isidro,"1,642",Ayacucho Nº 2361 – San Martin.,(011) 4753-5665 / 5750 / 5651 / 5702, ,GRAL. SAN MARTIN,V,-58.536803890000002,-34.572016089999998,"1,011"
,"2,095",0,C.A.P.S. N° 12 (V.PIAGGIO),"37,100,530",MUNI,Villa Piaggio,"1,650",PARRAVICINI N° 965,011-48300710,saludcomunitaria12@arnet.com.ar,GRAL. SAN MARTIN,V,-58.524255910000001,-34.584427679999997,"1,012"
,"2,096","1,389",C.S. SUAREZ PARIS,"76,001,743",MUNI,San Miguel,"1,663",Tomas Edisson y Platón, , ,SAN MIGUEL,V,-58.743733280000001,-34.547325389999997,"1,013"
,"2,106","1,776",C. MAT. INF. Nº 1,"76,000,248",MUNI,Bella Vista,"1,661",Av. Mataldi N° 1057,011-46660221, ,SAN MIGUEL,V,-58.678576759999999,-34.562000500000003,"1,014"
,"2,107","1,777",C.S. RENE FAVALORO,"76,000,990",MUNI,San Miguel,"1,663",A. del Valle  y Tres Marías N° 6219 Bo. Trujuy,011-44655238/96, ,SAN MIGUEL,V,-58.732318350000000,-34.583130130000001,"1,015"
,"2,108","1,778",C.S. PTE. JUAN D. PERON,"76,000,523",MUNI,San Miguel,"1,663",Marconi y La Pinta - Santa Brígida,011-44652476/5767, ,SAN MIGUEL,V,-58.766986889999998,-34.562829999999998,"1,016"
,"2,109","1,779",C.S. DR. ALBERTO SABIN,"76,000,841",MUNI,San Miguel,"1,663",Génova y España Bo. Los Paraisos,011-44655228/5872, ,SAN MIGUEL,V,-58.752482669999999,-34.575298979999999,"1,017"
,"2,110","1,780",C.S. CANDIDO CASTELO,"76,000,850",MUNI,San Miguel,"1,663",Aristóbulo del Valle y Bramante,011-44557326, ,SAN MIGUEL,V,-58.721513420000001,-34.573455180000003,"1,018"
,"2,111","1,781",C.S. Nº 4 BELLA VISTA NORTE,"76,000,647",MUNI,Bella Vista,"1,661",Misiones y Sordeaux,011-46662343, ,SAN MIGUEL,V,-58.684137630000002,-34.555057740000002,"1,019"
,"2,112","1,810",H. ODONTOLOGICO SAN MIGUEL,"76,001,368",MUNI,Bella Vista,"1,661",Av. Mataldi N° 1057 1° Piso,011-46660221, ,SAN MIGUEL,V,-58.678858859999998,-34.561967439999997,"1,020"
,"2,113","1,812",C.S. DR. F. LELOIR,"76,000,612",MUNI,Bella Vista,"1,661",Salta e Iguazú y Diamante N° 2749 Bo. Obligado,011-46664981/682174, ,SAN MIGUEL,V,-58.688323269999998,-34.581175809999998,"1,021"
,"2,124","1,526",U.F. 25 DE MAYO,"51,500,531",MUNI,Grand Bourg,"1,615",Paso de Uspallata e/Perú y Repúablica Argentina B*,02320-493827, ,MALVINAS ARGENTINAS,V,-58.734624230000001,-34.478427220000000,"1,022"
,"2,125","1,527",U.F. LOS ANGELES,"51,500,191",MUNI,Tortuguitas,"1,667",Soldado Baigorria  y El Salvador N° 3600 Bo. Los *,02320-493938, ,MALVINAS ARGENTINAS,V,-58.738306670000000,-34.466320189999998,"1,023"
,"2,126",603,C.S. Nº 34,"44,102,335",MUNI,La Plata,"1,900",Calle 156 e/528 y 529 Bo. Santa Ana,0221-4706925, ,LA PLATA,XI,-58.023548580000003,-34.944107219999999,"1,024"
,"2,127",604,U.S. Nº 31,"44,102,319",MUNI,Colonia Urquiza,"1,903",Calle 186 y 492,0221-4914301,centro28@yahoo.com.ar,LA PLATA,XI,-58.089115849999999,-34.945215920000003,"1,025"
,"2,128",605,C.S. Nº 11,"44,101,037",MUNI,Arturo Seguí,"1,895",Calle 143 y 414 Bis S/N,0221-4741804, ,LA PLATA,XI,-58.124508990000002,-34.885699889999998,"1,026"
,"2,129",606,C.S. Nº 28 VA. CASTELLS,"44,102,131",MUNI,Manuel B. Gonnet,"1,897",Calle 13 e/495 y 496 S/N,0221-4711068, ,LA PLATA,XI,-58.015307100000001,-34.877355610000002,"1,027"
,"2,130",607,C.S. Nº 5,"44,101,061",MUNI,City Bell,"1,896",Calle 12 y 19 S/N,0221-4800263, ,LA PLATA,XI,-58.052752710000000,-34.876508389999998,"1,028"
,"2,131",608,C.S. Nº 17,"44,101,355",MUNI,City Bell,"1,896",Calle 449 esq. 27,0221-4732299, ,LA PLATA,XI,-58.080564789999997,-34.880241959999999,"1,029"
,"2,132",609,C.S. Nº 38,"44,102,501",MUNI,City Bell,"1,896",Calle 477 y 7 Bis Bo. Savoia,0221-4803821, ,LA PLATA,XI,-58.033495700000003,-34.862813809999999,"1,030"
,"2,143",649,LAB. CENTRAL C.S. N° 40(Sanidad Mun),"44,100,171",MUNI,La Plata,"1,900",Calle 59 N° 632,0221-4273164,hrmejia@ms.gba.gov.ar,LA PLATA,XI,-57.943167189999997,-34.920431579999999,"1,031"
,"2,144",653,H.SZ. ESP. MONTES DE OCA E. DE LA SERNA,"44,101,100",PROV,La Plata,"1,900",Calle 8 e/ 41 y 42 N° 483,0221-4212729/4833869,secretaria-joseingenieros@ms.gba.gov.ar,LA PLATA,XI,-57.959130780000002,-34.909586810000000,"1,032"
,"2,145",742,H.I.G.A. Y CRONICOS SAN JUAN DE DIOS,"44,101,274",PROV,La Plata,"1,900",Calle 27 y 70,0221-4575454/33404/11327, ,LA PLATA,XI,-57.950727870000001,-34.948118170000001,"1,033"
,"2,146",743,H.Z.G.A. SAN ROQUE,"44,100,081",PROV,Manuel B. Gonnet,"1,897",Calle 508 e/18 y 19 S/N,0221-4711380/593,direccion-gutierrez@ms.gba.gov.ar,LA PLATA,XI,-58.007924760000002,-34.891157159999999,"1,034"
,"2,147",744,H.I.G.A. DR. A. KORN,"44,100,090",PROV,Melchor Romero,"1,903",Calle 520 e/173 y 178 S/N,0221-4780281,dirsanroque@netverv.com.ar,LA PLATA,XI,-58.054704219999998,-34.955246160000002,"1,035"
,"2,148",745,H.SZ. ESP. JOSE INGENIEROS,"44,102,714",PROV,Melchor Romero,"1,903",Calle 161 y 514,0221-4785800/86004,pph@hemo.ms.gov.ar,LA PLATA,XI,-58.046101989999997,-34.936146950000001,"1,036"
,"2,149",746,H. L. ESP. ""A"" SAN LUCAS,"44,102,706",PROV,Lisandro Olmos,"1,901",Calle 52 e/ 191 y 197 S/N,0221-4961051/4962060,admin-hdelaserna@ms.gov.ar,LA PLATA,XI,-58.035694270000000,-34.995405620000000,"1,037"
,"2,159","1,157",CONS. EXT.-Adicciones,"44,106,947",PROV,Abasto,"1,903",Calle 518 e/208 y 209,0221-4913480, ,LA PLATA,XI,-58.089177499999998,-34.984619969999997,"1,038"
,"2,160","1,158",C.S. Nº 46,"44,106,970",MUNI,Aeropuerto,"1,900",Calle 16 y 608, , ,LA PLATA,XI,-57.902659870000001,-34.964170109999998,"1,039"
,"2,161","1,159",C.P.A. - Adicciones,"44,106,955",PROV,City Bell,"1,896",Calle 461 F N°5 esq. Centenario,0221-4802530, ,LA PLATA,XI,-58.058600220000002,-34.862226649999997,"1,040"
,"2,162","1,160",CONS. EXT.-Adicciones,"44,106,964",PROV,El Retiro 1,"1,900",C.I.C. Calle 46 e/154 y 155 El Retiro,0221-4140291/156238340, ,LA PLATA,XI,-58.002345900000002,-34.957548099999997,"1,041"
,"2,163","1,161",C.A.P.S. Nº 45 Centro Integrador Comunitario,"44,106,042",MUNI,Lisandro Olmos,"1,901",Calle 158 y 46(Bo. El Retiro),0221-4140291, ,LA PLATA,XI,-58.005685870000001,-34.960846810000000,"1,042"
,"2,164","1,162",C.P.A. - Adicciones,"44,106,972",PROV,La Plata,"1,900",Calle 31 Nº 86 e/531 y 532,0221-155039174/155541760, ,LA PLATA,XI,-57.994103350000003,-34.922649370000002,"1,043"
,"2,165","1,163",C.P.A. - Adicciones,"44,106,981",PROV,La Plata,"1,900",Calle 3 y 526 s/n,0221-4571386, ,LA PLATA,XI,-57.971725460000002,-34.891919039999998,"1,044"
,"2,166","1,164",H. ODONTOLOGICO UNIV.,"44,105,004",MUNI,La Plata,"1,900",Calle 1 e/ 1 y 115, , ,LA PLATA,XI,-57.942896900000001,-34.909128680000002,"1,045"
,"2,178","2,447",SUBSECRETARIA DE PLANIF.DE LA SALUD,"4,419,998",PROV,La Plata,"1,900",CALLE 4 ESQ 51,4838858, ,LA PLATA,XI,-57.945692659999999,-34.912721789999999,"1,046"
,"2,210","1,546",U.F. UNION Y PROGRESO,"51,500,400",MUNI,Los Polvorines,"1,613",Cerrito N° 506 y Dante Alighieri,-, ,MALVINAS ARGENTINAS,V,-58.721373900000003,-34.511161150000000,"1,047"
,"2,211","1,547",U.F. Bº EL SOL,"51,500,230",MUNI,Los Polvorines,"1,613",San Martín y Mahatma Gandhy,011-44560792, ,MALVINAS ARGENTINAS,V,-58.705617310000001,-34.507161840000002,"1,048"
,"2,212","1,548",U.S. PARQUE ALVEAR,"51,500,566",MUNI,Villa de Mayo,"1,613",Colpayo e/Godoy Cruz y Darragueira,-, ,MALVINAS ARGENTINAS,V,-58.671428190000000,-34.486712529999998,"1,049"
,"2,213","1,549",U.F. 8 DE OCTUBRE,"51,501,287",MUNI,Villa de Mayo,"1,613",Marañón N° 2200 y Sanchez de BustamanteBo. San Jo*,-, ,MALVINAS ARGENTINAS,V,-58.682928709999999,-34.517345130000002,"1,050"
,"2,214","1,550",U.F. VA. DE MAYO,"51,500,451",MUNI,Villa de Mayo,"1,613",Eva Perón e/Arquímides y Sucre,011-46634004, ,MALVINAS ARGENTINAS,V,-58.680778590000003,-34.501725899999997,"1,051"
